,id,name,name_scientific,description,itis_id,wikipedia_id,wikipedia_id.1,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb
223,224,Longan,Dimocarpus longan,"Dimocarpus longan, commonly known as the longan, is a tropical tree that produces edible fruit. It is one of the better-known tropical members of the soapberry family, to which the lychee also belongs. It is native to Southern Asia.
The fruit is sweet, juicy and succulent in superior agricultural varieties and, apart from being eaten fresh, is also often used in East Asian soups, snacks, desserts, and sweet-and-sour foods, either fresh or dried, sometimes canned with syrup. The taste is different from lychees; while longan have a drier sweetness, lychees are often messily juicy with a more tropical, sour sweetness.",506072.0,Longan,224.jpg,image/jpeg,56536.0,2012-04-20 09:36:33 UTC,239.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,,False,specific,128017.0,True
224,225,Macadamia nut (M. tetraphylla),Macadamia tetraphylla,"Macadamia tetraphylla is a tree in the Proteaceae family, native to southern Queensland and northern New South Wales in Australia. Common names include Macadamia Nut, Bauple Nut, Prickly Macadamia, Queensland Nut, Rough-shelled Bush Nut and Rough-shelled Queensland Nut This species has dense foliage and grows up to 18 metres in height. The leaves, which have toothed margins, are 7 to 25��cm in length. It has long, pendent creamy pink to purple flowers, followed by woody, rounded fruits which are 2 to 3��cm in diameter and contain edible seeds. It has been introduced to Mexico and has done well in the States of Michoac��n and Jalisco and has become an important export crop for the Mexican market. Hawaii is the largest exporter of this crop worldwide.",506560.0,Macadamia tetraphylla,225.jpg,image/jpeg,54718.0,2012-04-20 09:30:48 UTC,240.0,Nuts,Nuts,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,,False,specific,512563.0,True
225,226,Garden onion (var.),Allium cepa var. cepa,,182638.0,,226.jpg,image/jpeg,138437.0,2012-04-23 10:45:33 UTC,241.0,Vegetables,Onion-family vegetables,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,2.0,False,specific,4679.0,True
226,227,Summer grape,Vitis aestivalis,"Vitis aestivalis (Summer Grape) is a species of grape native to eastern North America from southern Ontario east to Vermont, west to Oklahoma, and south to Florida and Texas. It is a vigorous vine, growing to 10 m or more high in trees. The leaves are 7���20 cm long, suborbicular, and usually a little broader than long; they are variable in shape, from unlobed to deeply three- or five-lobed, green above, and densely hairy below. The flowers are produced in a dense panicle 5���15 cm long. The fruit is a small grape 5���14 mm diameter, dark purple or black in color. It is the official state grape of Missouri. There are four varieties: Vitis aestivalis var. aestivalis. Vitis aestivalis var. bicolor Deam (syn. var. argentifolia Fernald; Silverleaf Grape), formerly called Vitis bicolor, but now considered a northern variation of Vitis aestivalis. Native range is in the Northeastern United States and parts of Southern Ontario. Vitis aestivalis var. lincecumii (Buckley) Munson. Vitis aestivalis var. bourquiniana, native to the south, sometimes called Vitis bourquiniana, has tomentose undersides to the leaves.",28607.0,Vitis aestivalis,227.jpg,image/jpeg,146695.0,2012-04-20 09:31:55 UTC,242.0,Fruits,Berries,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,,False,specific,3605.0,True
227,228,Fox grape,Vitis labrusca,"Vitis labrusca (fox grape) is a species of grapevines belonging to the Vitis genus in the flowering plant family Vitaceae. The vines are native to eastern North America and are the source of many grape cultivars, including Catawba and Concord grapes, and many hybrid grape varieties such as Agawam, Alexander and Onaka. Among the characteristics of this vine species in contrast to the European wine grape Vitis vinifera are its ""slip-skin"" that allows the skin of the grape berries to easily slip off when squeezed, instead of crushing the pulp, and the presence of tendrils on every node of the cane. Another contrast with European vinifera is the characteristic ""foxy"" musk of V. labrusca, best known to most people through the Concord grape. This musk is not related to the mammalian fox, but rather to the earthy, redolent aromas characteristic of the grapes that were known by early American settlers in the New World. The term ""foxy"" became a sort of catchall for the wine tasting descriptors used for these American wines that were distinct from the familiar flavors of the European viniferous wines.",28608.0,Vitis_labrusca,228.jpg,image/jpeg,71839.0,2012-04-20 09:36:54 UTC,243.0,Fruits,Berries,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,,False,specific,103355.0,True
228,229,Nectarine,Prunus persica var. nucipersica,"The variety P. persica var. nucipersica (or var. nectarina), commonly called nectarine, has a smooth skin. It is on occasion referred to as a ""shaved peach"", ""fuzzy-less peach"", ""juicy peach"", or ""Brazilian peach"" due to its lack of fuzz or short hairs. Though fuzzy peaches and nectarines are regarded commercially as different fruits, with nectarines often erroneously believed to be a crossbreed between peaches and plums, or a ""peach with a plum skin"", nectarines belong to the same species as peaches. Several genetic studies have concluded nectarines are produced due to a recessive allele, whereas a fuzzy peach skin is dominant. Nectarines have arisen many times from peach trees, often as bud sports.
As with peaches, nectarines can be white or yellow, and clingstone or freestone. On average, nectarines are slightly smaller and sweeter than peaches, but with much overlap. The lack of skin fuzz can make nectarine skins appear more reddish than those of peaches, contributing to the fruit's plum-like appearance. The lack of down on nectarines' skin also means their skin is more easily bruised than peaches.",530965.0,Nectarine#Nectarines,229.jpg,image/jpeg,36256.0,2012-04-20 09:43:12 UTC,244.0,Fruits,Drupes,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,,False,specific,323851.0,True
229,230,Peach (var.),Prunus persica var. persica,,530964.0,,230.jpg,image/jpeg,85867.0,2012-04-20 09:38:59 UTC,245.0,Fruits,Drupes,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,,False,specific,323852.0,True
230,231,Pepper (C. baccatum),Capsicum baccatum var. baccatum,"Capsicum baccatum is a species of chili pepper. Like C. annuum, C. baccatum has many different varieties, e.g. ""Peppadew"":http://en.wikipedia.org/wiki/Peppadew. [Wikipedia]



See a ""list of capsicum cultivars"":http://en.wikipedia.org/wiki/List_of_Capsicum_cultivars.",530932.0,Capsicum_baccatum,231.jpg,image/jpeg,45535.0,2012-04-20 09:36:28 UTC,246.0,Vegetables,Fruit vegetables,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,2.0,False,specific,165788.0,True
231,232,Pepper (C. chinense),Capsicum chinense,"Capsicum chinense,  is a species of chili pepper native to the Americas. C. chinense varieties are well known for their exceptional heat and unique flavors. C. chinense is native to Central America, the Yucatan region, and the Caribbean islands. Despite its name, C. chinense or ""Chinese capsicum"" is misleading. All Capsicum species originated in the New World. Nikolaus Joseph von Jacquin (1727���1817), a Dutch botanist, erroneously named the species in 1776, because he believed they originated in China due to their prevalence in Chinese cuisine after their introduction by European explorers. C. chinense and its varieties have been used for millennia in Yucatan and Caribbean-style cooking to add a significant amount of heat to their traditional food. They are mainly used in stews and sauces, as well as marinades for meats and chicken. [Wikipedia]",30494.0,Capsicum_chinense,232.jpg,image/jpeg,72726.0,2012-04-20 09:36:08 UTC,247.0,Vegetables,Fruit vegetables,Type 1,2011-02-09 00:37:27 UTC,2017-06-23 18:42:22 UTC,,2.0,False,specific,80379.0,True
232,233,Pepper (Capsicum),Capsicum,"Capsicum is a genus of flowering plants in the nightshade family, Solanaceae. Its species are native to the Americas where they have been cultivated for thousands of years, but they are now also cultivated worldwide, used as spices, vegetables, and medicines, and have become a key element in many regional cuisines. Capsicum consists of approximately 20���27 species, five of which are domesticated: C. annuum (the most common and extensively cultivated, includes chillies and bell peppers), C. chinense (e.g. Habanero), C. frutescens (e.g. Tabasco), C. baccatum (e.g. Peppadew), and C. pubescens (e.g. Rocoto). [Wikipedia]



See a ""list of capsicum cultivars"":http://en.wikipedia.org/wiki/List_of_Capsicum_cultivars.",30491.0,Capsicum,233.jpg,image/jpeg,66610.0,2012-04-20 09:35:42 UTC,248.0,Vegetables,Fruit vegetables,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,2.0,False,specific,4071.0,True
233,234,Rambutan,Nephelium lappaceum,"The rambutan (taxonomic name: Nephelium lappaceum) is a medium-sized tropical tree in the family Sapindaceae. The fruit produced by the tree is also known as rambutan.
According to popular belief and the origin of its name, rambutan is native to Indonesia and Malaysia. The earliest record of rambutan trees show that they were cultivated by the Malayan jungle tribes around their temporary settlements, a practice followed to date. Rambutan trees grow naturally in Thailand, Vietnam, the Philippines, and elsewhere in Southeast Asia, although its precise natural distribution is unknown. It is closely related to several other edible tropical fruits including the lychee, longan, and mamoncillo. It is native to the Indonesian Archipelago, from where it spread westwards to Thailand, Burma, Sri Lanka and India; northwards to Vietnam, and the Philippines.
The fruit is a round to oval single seeded berry, 3?6 cm (rarely to 8 cm) tall and 3?4 cm broad, borne in a loose pendant cluster of 10?20 together. The leathery skin is reddish (rarely orange or yellow), and covered with fleshy pliable spines, hence the name rambutan, derived from the Malay word rambut, which means hairs. The fruit flesh, which is actually the aril, is translucent, whitish or very pale pink, with a sweet, mildly acidic flavor very reminiscent of grapes.",506073.0,Rambutan,234.jpg,image/jpeg,71055.0,2012-04-20 09:43:04 UTC,249.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:27 UTC,2017-03-20 21:26:26 UTC,,,False,specific,151071.0,True
236,237,Swiss chard,Beta vulgaris ssp. cicla,"Chard (Beta vulgaris subsp. cicla), is a leafy green vegetable often used in Mediterranean cooking. The leaves can be green or reddish in color like Bibb Lettuce; chard stalks also vary in color. Chard has been bred to have highly nutritious leaves and is considered to be one of the most healthful vegetables available, making it a popular addition to healthful diets (like other green leafy vegetables). Chard has been around for centuries, but because of its similarity to beets it is difficult to determine the exact evolution of the different varieties of chard.",524868.0,Swiss_chard,237.jpg,image/jpeg,3951472.0,2012-04-20 09:32:07 UTC,252.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:26 UTC,,,True,specific,1527200.0,True
237,238,Lemon thyme,Thymus pulegioides,"Thymus pulegioides (common names broad-leaved thyme, lemon thyme) is a species of flowering plant in the family Lamiaceae, native to Europe. Growing to 5?25 cm (2?10 in) tall by 25 cm (10 in) wide, it is a small spreading subshrub with strongly aromatic leaves, and lilac pink flowers in early summer. The specific epithet pulegioides highlights its similarity to another species within Lamiaceae, Mentha pulegium (pennyroyal).",505500.0,Thymus_pulegioides,238.jpg,image/jpeg,144057.0,2012-04-20 09:38:19 UTC,253.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:26 UTC,,,False,specific,751873.0,True
238,239,Tronchuda cabbage,Brassica oleracea var. costata,,530958.0,,239.jpg,image/jpeg,166108.0,2012-04-20 09:41:20 UTC,254.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:26 UTC,,,False,specific,416546.0,True
239,240,Japanese walnut,Juglans ailanthifolia,"Juglans ailantifolia (synonyms J. cordiformis and J. sieboldiana and J. mandshurica var. sachalinensis), the Japanese Walnut (is a species of walnut native to Japan and Sakhalin. It is a deciduous tree growing to 20 m tall, rarely 30 m, and 40���80��cm stem diameter, with light grey bark. The leaves are pinnate, 50���90��cm long, with 11-17 leaflets, each leaflet 7���16��cm long and 3���5��cm broad. The whole leaf is downy-pubescent, and a somewhat brighter, yellower green than many other tree leaves. The male flowers are inconspicuous yellow-green catkins produced in spring at the same time as the new leaves appear. The female flowers have pink/ red pistils. The fruit is a nut, produced in bunches of 4-10 together; the nut is spherical, 3���5��cm long and broad, surrounded by a green husk before maturity in mid autumn.",503241.0,Juglans ailantifolia,240.jpg,image/jpeg,6598.0,2012-04-20 09:33:33 UTC,255.0,Nuts,Nuts,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:26 UTC,,,False,specific,91209.0,True
240,241,Welsh onion,Allium fistulosum,"Allium fistulosum L. (Welsh onion, Japanese bunching onion) is a perennial onion. Other names that may be applied to this plant include green onion, spring onion, scallion, escallion, and salad onion. These names are ambiguous, as they may also be used to refer to any young green onion stalk, whether grown from Welsh onions, common onions, or other similar members of the genus Allium (see scallion). The species is very similar in taste and odor to the related common onion, Allium cepa, and hybrids between the two (tree onions) exist. The Welsh onion, however, does not develop bulbs, and possesses hollow leaves (""fistulosum"" means ""hollow"") and scapes. Large varieties of the Welsh onion resemble the leek, such as the Japanese 'negi', whilst smaller varieties resemble chives. Many Welsh onions can multiply by forming perennial evergreen clumps. Next to culinary use, it is also grown in a bunch as an ornamental plant.",185463.0,Welsh_onion,241.jpg,image/jpeg,15355.0,2012-04-20 09:33:35 UTC,256.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:26 UTC,,,False,specific,35875.0,True
242,243,Shallot,Allium ascalonicum,"The shallot (Allium cepa var. aggregatum, or the Aggregatum group A. cepa) is a botanical variety of the species Allium cepa, to which the multiplier onion also belongs. The shallot was formerly classified as a separate species, A. ascalonicum, a name now considered a synonym of the currently accepted name. The genus Allium, which includes onions and garlic as well as shallots, is now classified in the plant family Amaryllidaceae, but was formerly considered to belong to the separate family Alliaceae.",506481.0,Shallot,243.jpg,image/jpeg,341911.0,2012-04-20 09:36:06 UTC,258.0,Vegetables,Onion-family vegetables,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:26 UTC,,,False,specific,1476995.0,True
243,244,Rocket salad,Eruca vesicaria,"Eruca sativa (syn. E. vesicaria subsp. sativa (Miller) Thell., Brassica eruca L.) is an edible annual plant, commonly known as salad rocket, roquette, rucola, rugula, colewort, and, in the United States, arugula. It is sometimes conflated with Diplotaxis tenuifolia, the perennial wall rocket, another plant of the Brassicaceae family, which in the past was used in the same manner. Eruca sativa, which is widely popular as a salad vegetable, is a species of Eruca native to the Mediterranean region, from Morocco and Portugal in the west to Syria, Lebanon and Turkey in the east. The Latin adjective sativa in the plant's binomial is derived from satum, the supine of the verb sero, meaning ""to sow"", indicating that the seeds of the plant were sown in gardens. Eruca sativa differs from E. vesicaria in having early deciduous sepals. Some botanists consider it a subspecies of Eruca vesicaria: E. vesicaria subsp. sativa. Still others do not differentiate between the two.
Eruca sativa grows 20?100 centimetres (8?39 in) in height. The leaves are deeply pinnately lobed with four to ten small lateral lobes and a large terminal lobe. The flowers are 2?4 cm (0.8?1.6 in) in diameter, arranged in a corymb in typical Brassicaceae fashion; with creamy white petals veined with purple, and with yellow stamens; the sepals are shed soon after the flower opens. The fruit is a siliqua (pod) 12?35 millimetres (0.5?1.4 in) long with an apical beak, and containing several seeds (which are edible). ",502429.0,Rocket_(salad),244.jpg,image/jpeg,70936.0,2012-04-20 09:38:53 UTC,259.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:27 UTC,,,False,specific,180536.0,True
244,245,Carrot,Daucus carota ssp. sativus,"The carrot (<i>Daucus carota</i> subsp. <i>sativus</i>; is a root vegetable, usually orange in colour, though purple, red, white, and yellow varieties exist. It has a crisp texture when fresh. The most commonly eaten part of a carrot is a taproot, although the greens are sometimes eaten as well. It is a domesticated form of the wild carrot Daucus carota, native to Europe and southwestern Asia. The domestic carrot has been selectively bred for its greatly enlarged and more palatable, less woody-textured edible taproot. The Food and Agriculture Organization of the United Nations (FAO) reports that world production of carrots and turnips (these plants are combined by the FAO for reporting purposes) for calendar year 2011 was almost 35.658 million tonnes. Almost half were grown in China. Carrots are widely used in many cuisines, especially in the preparation of salads, and carrot salads are a tradition in many regional cuisines. (Wikipedia)",524846.0,Carrot,245.jpg,image/jpeg,15097.0,2012-04-20 09:37:51 UTC,260.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:27 UTC,,,True,specific,79200.0,True
246,247,Black cabbage,Brassica oleracea var. viridis,"The acephala group refers to any type of <i>Brassica</i> which grows without the central 'head' typical of many varieties of cabbage. These are included within the species <i>Brassica oleracea</i>, such as Kale (<i>Brassica oleracea</i> var. acephala). The name literally means ""without a head"" in contrast to those varieties known as <i>capitata</i> or ""with a head"". This group includes a number of species, both wild and cultivated, many of which are grown for their edible leafs and flowers. (Wikipedia)",,,247.jpg,image/jpeg,91615.0,2012-04-20 09:38:53 UTC,263.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:28 UTC,2017-06-19 21:29:39 UTC,,,False,specific,3713.0,True
247,248,Half-highbush blueberry,Vaccinium angustifolium X Vaccinium corymbosum,"""Nutrition information studies suggest that wild blueberries help keep us healthy and may even thwart the effects of aging, particularly with respect to loss of memory and motor skills. The possible health benefits of blueberries may be related to the antioxidant capacity of the blue pigments (anthocyanins), as well as other natural compounds. Blueberries have more antioxidant capacity than 40 other fruits and vegetables tested. There is evidence that the blue in the berries may have cancer-fighting properties and protect against heart disease. Blueberries contain a number of phytochemicals that may make a positive contribution to human health. These include: antioxidants, anthocyanins, bacterial inhibitors, folic acid, vitamins A and C, carotenoids, ellagic acid, and dietary fibers. Their caloric value is low and they contain no fat.



The wild lowbush blueberry (<i>Vaccinium angustifolium</i> Ait.) is an important successional species of cleared woodland and abandoned farmland of northeastern North America where commercial, managed blueberry fields have been developed. Lowbush blueberries are a widely-grown fruit crop in the USA and Canada. These berries are noted for their small size and sweet taste.



The cultivated highbush blueberry (<i>V. corymbosum</i> L.) is a multiseed berry, with small, soft seeds. The dark blue berries are three times larger than lowbush blueberry. Highbush blueberries are cultivated mainly in USA, Canada, Australia, Argentine, Chile, New Zealand, the Netherlands, Poland, Japan, Spain and France.



In North European countries such as Norway, Sweden, Finland and Estonia, the cultivation of blueberries is being considered. The climate conditions of North Europe are suitable for the lowbush and half-highbush (<i>Vaccinium corymbosum</i> L. x <i>Vaccinium angustifolium</i> Ait.) blueberry cultivation. Bilberry (<i>V. myrtillus</i> L.) is widespread in Estonian nature and historical traditions use the fresh berries, plant leaves and dried berries as a herbal plant."" (Starast M, Karp K, Vool E, Moor U, Tonutare T, Paal T. Chemical Composition and Quality of Cultivated and Natural Blueberry Fruit in Estonia. <i>Vegetable crops research bulletin</i>. 2007 Sep 7;66(1):143���53)",,,248.jpg,image/jpeg,63400.0,2012-04-20 09:39:04 UTC,264.0,Fruits,Berries,Type 1,2011-02-09 00:37:28 UTC,2017-06-19 22:19:32 UTC,,,False,specific,934696.0,True
248,249,Celery leaves,Apium graveolens var. secalinum,"Chinese celery (Apium graveolens var. secalinum), is a variety of celery cultivated in East Asian countries for its edible, flavorful stalks and leaves. The stems are thinner than those of regular celery, and curved into round, hollow stalks. Also, unlike with regular celery, the leaves are used as much as the stalks.",,Apium_graveolens_var._secalinum,249.jpg,image/jpeg,182470.0,2012-04-20 09:42:20 UTC,266.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:27 UTC,,,False,specific,941588.0,True
249,250,Chicory leaves,Cichorium intybus var. foliosum,,,,250.jpg,image/jpeg,70884.0,2012-04-20 09:43:05 UTC,267.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:27 UTC,,,False,specific,13427.0,True
250,251,Komatsuna,Brassica rapa var. perviridis,"Komatsuna (Brassica rapa var. perviridis or komatsuna) is a type of leaf vegetable. It is a variant of the same species as the common turnip. It is grown commercially in Japan, and Taiwan; the name is from Japanese komatsuna, 'small pine tree greens'. It is also known as Japanese Mustard Spinach and is usually stir-fried, pickled, boiled and added to soups or used fresh in salads. It is an excellent source of calcium. It is also used for fodder in some Asian countries. The leaves of komatsuna may be eaten at any stage of their growth. In a mature plant they are dark green with slender light green stalks, around 30 cm long and 18 cm wide. It is most often grown in the spring and autumn, as it cannot endure extreme heat or cold for more than a short time.",,Komatsuna,251.jpg,image/jpeg,53375.0,2012-04-20 09:37:06 UTC,268.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:27 UTC,,,False,specific,344680.0,True
251,252,Pak choy,Brassica rapa var. chinensis,"Chinese cabbage (Brassica rapa, subspecies pekinensis and chinensis) can refer to two distinct varieties of Chinese leaf vegetables often used in Chinese cuisine: Pekinensis (napa cabbage) and Chinensis (bok choi).
These vegetables are both variant cultivars or subspecies of the turnip and belong to the same genus as such Western staples as cabbage, broccoli, and cauliflower. Both have many variations in name, spelling, and scientific classification?especially the bok choy (B. rapa chinensis) variety.",,Pak_choy,252.jpg,image/jpeg,77361.0,2012-04-20 09:28:58 UTC,269.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:27 UTC,,,False,specific,93385.0,True
252,253,Napa cabbage,Brassica rapa var. pekinensis,"Napa or Nappa cabbage (Brassica rapa subsp. pekinensis), also known as celery cabbage, is a type of Chinese cabbage originating near the Beijing region of China, and is widely used in East Asian cuisine. In much of the world, this is the vegetable referred to as ""Chinese cabbage"". Nappa cabbage is lighter in color than other Chinese cabbages such as bok choy, which is also sometimes called Chinese cabbage. In the United Kingdom, this vegetable is known as ""Chinese Leaf"", in New Zealand, as ""Wong Bok"" or ""Won bok"", and in Australia and the Philippines as ""wombok"".
In Korean cuisine, it is the main ingredient of baechu kimchi, the most common type of kimchi, but is also eaten raw as a wrap for pork or oysters, dipped in gochujang. The outer, tougher leaves are used in soups. The flavor has been described by some as delicate compared to bok choy or cabbage, and it can be used in stir-fry with other ingredients such as tofu, mushroom or zucchini. It is also a very common ingredient that is eaten with hot pot.",,Napa_cabbage,253.jpg,image/jpeg,71346.0,2012-04-20 09:37:51 UTC,270.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:28 UTC,2017-03-20 21:26:27 UTC,,,False,specific,51351.0,True
253,254,Chicory roots,Cichorium intybus var. sativum,"Root chicory (Cichorium intybus var. sativum) has been cultivated in Europe as a coffee substitute. The roots are baked, ground, and used as a coffee substitute and additive, especially in the Mediterranean region (where the plant is native). As a coffee additive, it is also mixed in Indian filter coffee, and in parts of Southeast Asia, South Africa and southern United States, particularly in New Orleans. It has been more widely used during economic crises such as the Great Depression in the 1930s and during World War II in Continental Europe. Chicory, with sugar beet and rye, was used as an ingredient of the East German Mischkaffee (mixed coffee), introduced during the ""East German coffee crisis"" of 1976-79.",,Chicory,254.jpg,image/jpeg,68491.0,2012-04-20 09:30:08 UTC,271.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:29 UTC,2017-03-20 21:26:27 UTC,,,False,specific,13427.0,True
254,255,Grapefruit/Pummelo hybrid,Citrus paradisi X Citrus maxima,,,,255.jpg,image/jpeg,91059.0,2012-04-20 09:39:43 UTC,272.0,Fruits,Citrus,Type 1,2011-02-09 00:37:29 UTC,2017-03-20 21:26:27 UTC,,,False,specific,37656.0,True
255,256,Grapefruit,Citrus X paradisi,"The grapefruit (Citrus � paradisi) is a subtropical citrus tree known for its sour to semi-sweet fruit, an 18th-century hybrid first bred in Barbados. When found, it was named the ""forbidden fruit""; and it has also been misidentified with the pomelo or shaddock (C. maxima), one of the parents of this hybrid, the other being sweet orange (C. � sinensis).
The evergreen grapefruit trees usually grow to around 5?6 meters (16?20 ft) tall, although they can reach 13?15 m (43?49 ft). The leaves are glossy dark green, long (up to 15 centimeters (5.9 in)) and thin. It produces 5 cm (2 in) white four-petaled flowers. The fruit is yellow-orange skinned and generally an oblate spheroid in shape; it ranges in diameter from 10?15 cm (3.9?5.9 in). The flesh is segmented and acidic, varying in color depending on the cultivars, which include white, pink and red pulps of varying sweetness (generally, the redder varieties are sweeter). The 1929 US Ruby Red (of the Redblush variety) has the first grapefruit patent.",28887.0,Grapefruit,256.jpg,image/jpeg,66553.0,2012-04-20 09:37:45 UTC,273.0,Fruits,Citrus,Type 1,2011-02-09 00:37:29 UTC,2017-03-20 21:26:27 UTC,,,False,specific,37656.0,True
256,257,Jostaberry,Ribes � nidigrolaria,"The jostaberry is a complex-cross fruit bush in the Ribes genus, involving three original species, the black currant R. nigrum, the North American coastal black gooseberry R. divaricatum, and the European gooseberry R. uva-crispa. It is similar to Ribes � culverwellii, the Jochelbeere, which is descended from just two of these species, R. nigrum and R. uva-crispa.
The nearly black berry, which is smaller than a gooseberry and a bit larger than a blackcurrant, is edible both raw and cooked. It is described as having a taste intermediate between a gooseberry and a blackcurrant, with the gooseberry flavor more dominant in the unripe fruit, and the blackcurrant notes developing as the fruit ripens. The ripe fruit will hang on the bush in good condition through late summer, but is very popular with birds. The somewhat unripe fruit can be used in cooking recipes as a gooseberry. Like blackcurrants the fruit freezes well, and like many other members of the Ribes genus it is rich in Vitamin C.",,Jostaberry,257.jpg,image/jpeg,71257.0,2012-04-20 09:42:31 UTC,275.0,Fruits,Berries,Type 1,2011-02-09 00:37:29 UTC,2015-10-02 21:24:43 UTC,,,False,specific,,True
257,258,Kai-lan,Brassica oleracea var. alboglabra,"Kai-lan (also written as gai-lan) is the Cantonese name for a vegetable that is also known as Chinese broccoli. It is a leaf vegetable featuring thick, flat, glossy blue-green leaves with thick stems and a small number of tiny, almost vestigial flower heads similar to those of broccoli. Broccoli and kai-lan belong to the same species Brassica oleracea, but kai-lan is in the group alboglabra [Latin albus+glabrus white and hairless]. Its flavor is very similar to that of broccoli, but slightly more bitter. It is also noticeably stronger. Broccolini is a hybrid between broccoli and kai-lan, produced by Mann Packing Company, Inc. Kai-lan is eaten widely in Chinese cuisine, and especially in Cantonese cuisine. Common preparations include kai-lan stir-fried with ginger and garlic, and boiled or steamed and served with oyster sauce. It is also common in Vietnamese cuisine, Myanmar and Thai cuisine. Kai-lan can be sown in late summer for early-winter harvesting. Seedlings planted in autumn will last all winter.",,Kai-lan,258.jpg,image/jpeg,76467.0,2012-04-20 09:43:43 UTC,276.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:29 UTC,2017-03-20 21:26:27 UTC,,,False,specific,3714.0,True
258,259,Italian oregano,Origanum X majoricum,Italian oregano (<i>Origanum</i> X <i>Majoricum</i>) is a dark green bushy perennial that blooms pink to lavender. It is an aromatic herb used for flavouring.,,,259.jpg,image/jpeg,93619.0,2012-04-20 09:38:14 UTC,278.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:29 UTC,2017-06-19 22:41:10 UTC,,,False,specific,1384207.0,True
259,260,Oxheart cabbage,Brassica oleracea var. conica,,,,260.jpg,image/jpeg,12924.0,2012-04-20 09:37:12 UTC,280.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:29 UTC,2015-10-02 21:24:43 UTC,,,False,specific,,True
260,261,Daikon radish,Raphanus sativus var. longipinnatus,"Daikon, mooli, or white radish is a mild-flavoured, very large, white East Asian radish with a wide variety of culinary uses. Despite often being associated in Japan, it was originally cultivated in continental Asia.",,Daikon,261.jpg,image/jpeg,22915.0,2012-04-20 09:44:04 UTC,281.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:29 UTC,2017-03-20 21:26:27 UTC,,,False,specific,41679.0,True
261,262,Black radish,Raphanus sativus var. niger,"'Black Spanish' or 'Black Spanish Round' occur in both round and elongated forms, and are sometimes simply called the black radish (Raphanus sativus <i>L. var. niger (M.) S.K.</i> or <i>L. ssp. niger (M.). D.C. var. albus D.C.</i>) or known by the French name <i>Gros Noir d'Hiver</i>. It dates in Europe to 1548, and was a common garden variety in England and France during the early 19th century. It has a rough, black skin with hot-flavored, white flesh, is round or irregularly pear shaped, and grows to around 10 cm (4 in) in diameter. (Wikipedia)",,,262.jpg,image/jpeg,101369.0,2012-04-20 09:37:53 UTC,282.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:29 UTC,2017-06-19 21:38:48 UTC,,,False,specific,41679.0,True
